REF_DATE,PRENAME,Sex,Age group and first officiel language spoken,Immigrant and generation status,Visible minority status,"Highest certificate, diploma or degree",Indicators,VALUE
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,85.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Participation rate,75
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Participation rate,66.7
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,75
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Participation rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Participation rate,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Participation rate,65
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Participation rate,62.9
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Participation rate,67.6
