REF_DATE,PRENAME,Sex,Age group and first officiel language spoken,Immigrant and generation status,Visible minority status,"Highest certificate, diploma or degree",Indicators,VALUE
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Population in full-time employment,90
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Population in full-time employment,90
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Population in full-time employment,86.7
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,69.6
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,81.1
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,84.2
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Employment rate,66.1
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Employment rate,78.4
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Employment rate,81.6
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,5.1
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,85.1
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,93.3
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,87.1
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,71.4
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,100
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,80
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Employment rate,57.1
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Employment rate,90.9
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Employment rate,80
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,80
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,63.6
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,62.5
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,75
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,76.5
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Employment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Employment rate,62.5
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Employment rate,76.5
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Population in full-time employment,62.5
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,100
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,85.7
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,82.4
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Employment rate,66.7
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Employment rate,85.7
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Employment rate,82.4
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Population in full-time employment,83.3
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Population in full-time employment,73.3
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Participation rate,66.7
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Participation rate,76.9
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Participation rate,100
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Employment rate,66.7
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Employment rate,76.9
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Employment rate,50
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Unemployment rate,50
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Population in full-time employment,45.5
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,"Visible minority, n.i.e.","Total – Highest certificate, diploma or degree",Population in full-time employment,83.3
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Participation rate,60
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Participation rate,100
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Participation rate,92.3
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Employment rate,60
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Employment rate,100
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Employment rate,84.6
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Multiple visible minorities,"Total – Highest certificate, diploma or degree",Population in full-time employment,92.3
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Participation rate,76.3
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Participation rate,74.5
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Participation rate,73
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Employment rate,68
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Employment rate,65.6
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Employment rate,64.7
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,10.8
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,12
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,11.4
2006,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,84
2011,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,86.7
2016,Northwest Territories,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Not a visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,83.9
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Participation rate,65.3
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Participation rate,63.4
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Participation rate,68.3
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Employment rate,55.2
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Employment rate,52.1
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Employment rate,53.6
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,15.6
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,17.9
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Unemployment rate,21.5
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,77.4
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,80.1
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Total – Visible minority,"Total – Highest certificate, diploma or degree",Population in full-time employment,78
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Participation rate,85.1
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Participation rate,88.1
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Participation rate,88.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Employment rate,79.1
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Employment rate,85.7
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Employment rate,85.3
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Unemployment rate,5.3
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Unemployment rate,2.7
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Unemployment rate,3.8
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Population in full-time employment,88.1
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Population in full-time employment,96.1
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Visible minority population,"Total – Highest certificate, diploma or degree",Population in full-time employment,92.5
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Participation rate,76.9
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Participation rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Participation rate,90
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,69.2
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,80
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,11.1
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,90
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,94.1
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Participation rate,78.6
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Participation rate,83.3
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Participation rate,84.6
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Employment rate,78.6
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Employment rate,83.3
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Employment rate,76.9
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Unemployment rate,18.2
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Population in full-time employment,83.3
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Population in full-time employment,90.9
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Participation rate,78.6
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Participation rate,90
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Participation rate,92
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Employment rate,78.6
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Employment rate,85
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Employment rate,88
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Population in full-time employment,91.7
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Population in full-time employment,94.1
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Population in full-time employment,93.5
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Participation rate,92.3
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Participation rate,90
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Participation rate,87.2
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Employment rate,84.6
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Employment rate,90
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Employment rate,87.2
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Population in full-time employment,88.2
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,85.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Employment rate,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Employment rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Employment rate,85.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Population in full-time employment,85.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Participation rate,75
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Participation rate,66.7
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Employment rate,50
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Employment rate,66.7
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Employment rate,85.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Arab,"Total – Highest certificate, diploma or degree",Population in full-time employment,85.7
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,
